;Website;Source;domain
282;https://www.infowars.com;Global_DB;infowars.com
283;https://wisn.com;Global_DB;wisn.com
284;https://reitschuster.de;Global_DB;reitschuster.de
285;https://newsformy.com;Global_DB;newsformy.com
286;https://www.belfasttelegraph.co.uk;Global_DB;belfasttelegraph.co.uk
287;https://www.interfax.ru;Global_DB;interfax.ru
288;https://shafaqna.com;Global_DB;shafaqna.com
289;https://www.mako.co.il;Global_DB;mako.co.il
290;http://imhoclub.by;Global_DB;imhoclub.by
292;https://www.globalresearch.ca;Global_DB;globalresearch.ca
293;https://www.frontnieuws.com;Global_DB;frontnieuws.com
294;https://www.zerohedge.com;Global_DB;zerohedge.com
295;https://www.laisvaslaikrastis.lt;Global_DB;laisvaslaikrastis.lt
296;https://berestje-news.org;Global_DB;berestje-news.org
297;https://www.ilblogdellestelle.it;Global_DB;ilblogdellestelle.it
298;https://www.breitbart.com;Global_DB;breitbart.com
299;https://musavat.com/?d=1;Global_DB;musavat.com
300;https://www.naver.com;Global_DB;naver.com
302;https://report.az;Global_DB;report.az
303;https://mediamonitoring.ge/#/mainpage;Global_DB;mediamonitoring.ge
304;https://elinvestigador.org;Global_DB;elinvestigador.org
305;https://vancouvertimes.org;Global_DB;vancouvertimes.org
306;https://www.mygov.in;Global_DB;mygov.in
307;http://lastampa.it;Global_DB;lastampa.it
308;https://en.trend.az;Global_DB;trend.az
309;https://www.corriere.it;Global_DB;corriere.it
310;https://aif.ru;Global_DB;aif.ru
311;https://iz.ru;Global_DB;izvestia.ru
312;http://msnbc.com;Global_DB;msnbc.com
313;https://www.senate.gov;Global_DB;senate.gov
314;https://politikus.info;Global_DB;politikus.ru
315;https://legitim.ch;Global_DB;legitim.ch
317;https://www.operanewsapp.com/pt/pt;Global_DB;operanewsapp.com
319;https://www.belvpo.com;Global_DB;belvpo.com
320;https://jornaldacidadeonline.com.br;Global_DB;jornaldacidadeonline.com.br
321;http://vremya-pokazhet.ru;Global_DB;vremya-pokazhet.ru
322;https://cont.ws;Global_DB;cont.ws
323;https://www.agi.it;Global_DB;agi.it
324;https://transition-news.org;Global_DB;corona-transition.org
326;https://www.dailytelegraph.com.au;Global_DB;dailytelegraph.com.au
327;https://naturalnews.com;Global_DB;naturalnews.com
329;https://tkp.at;Global_DB;tkp.at
330;https://addiyar.com;Global_DB;addiyar.com
331;http://legacy.senate.gov.ph;Global_DB;senate.gov.ph
332;https://halturnerradioshow.com/index.php/en/;Global_DB;halturnerradioshow.com
333;https://www.huffingtonpost.it;Global_DB;huffingtonpost.it
334;https://www.douyin.com;Global_DB;douyin.com
336;https://www.rambler.ru;Global_DB;rambler.ru
337;http://uncutnews.ch;Global_DB;uncutnews.ch
338;https://www.theepochtimes.com;Global_DB;theepochtimes.com
339;https://www.oann.com;Global_DB;oann.com
340;https://www.eshraag.com;Global_DB;eshraag.com
341;http://dnr-pravda.ru;Global_DB;dnr-pravda.ru
343;https://topwar.ru;Global_DB;topwar.ru
344;https://www.srspol.sk;Global_DB;srspol.sk
345;https://beforeitsnews.com;Global_DB;beforeitsnews.com
346;https://www.kp.md;Global_DB;kp.md
349;https://sciencefiles.org;Global_DB;sciencefiles.org
350;https://hollywoodlife.com;Online_DB;hollywoodlife.com
351;https://people.com;Online_DB;people.com
352;https://www.dailymail.co.uk/home/index.html;Online_DB;dailymail.co.uk
353;https://radaronline.com;Online_DB;radaronline.com
354;https://www.eonline.com;Online_DB;eonline.com
355;https://www.usmagazine.com;Online_DB;usmagazine.com
356;https://www.newidea.com.au;Online_DB;newidea.com.au
357;https://www.inquisitr.com;Online_DB;inquisitr.com
358;https://www.etonline.com;Online_DB;etonline.com
359;https://www.intouchweekly.com;Online_DB;intouchweekly.com
360;https://okmagazine.com;Online_DB;okmagazine.com
361;https://www.intouchweekly.com;Online_DB;nationalenquirer.com
362;https://www.lifeandstylemag.com;Online_DB;lifeandstylemag.com
363;https://celebrityinsider.org;Online_DB;celebrityinsider.org
364;https://variety.com;Online_DB;variety.com
365;https://www.mirror.co.uk;Online_DB;mirror.co.uk
366;https://www.iheart.com/podcast/;Online_DB;iheart.com
367;https://www.thehollywoodgossip.com;Online_DB;thehollywoodgossip.com
368;https://pagesix.com;Online_DB;pagesix.com
369;https://ew.com;Online_DB;ew.com
370;http://thesun.co.uk;Online_DB;thesun.co.uk
371;https://metro.co.uk;Online_DB;metro.co.uk
372;https://www.vanityfair.com;Online_DB;vanityfair.com
373;https://eu.usatoday.com;Online_DB;usatoday.com
374;https://www.mercurynews.com;Online_DB;mercurynews.com
375;https://www.hollywoodreporter.com;Online_DB;hollywoodreporter.com
376;https://www.billboard.com;Online_DB;billboard.com
377;https://www.express.co.uk;Online_DB;express.co.uk
378;http://go.com;Online_DB;go.com
379;https://www.celebritynetworth.com;Online_DB;celebritynetworth.com
380;https://yournewswire.com;Online_DB;yournewswire.com
381;https://www.businessinsider.com;Online_DB;businessinsider.com
382;https://www.ibtimes.co.in;Online_DB;ibtimes.co.in
383;https://www.thecut.com;Online_DB;thecut.com
384;https://www.aceshowbiz.com;Online_DB;aceshowbiz.com
385;https://www.popsugar.co.uk;Online_DB;popsugar.com
386;https://www.harpersbazaar.com;Online_DB;harpersbazaar.com
387;https://www.huffpost.com;Online_DB;huffingtonpost.com
388;https://www.tmz.com;Online_DB;tmz.com
389;https://www.celebdirtylaundry.com;Online_DB;celebdirtylaundry.com
390;https://www.news.com.au;Online_DB;news.com.au
392;https://www.justjared.com;Online_DB;justjared.com
393;https://www.celebitchy.com;Online_DB;celebitchy.com
394;https://www.ibtimes.com;Online_DB;ibtimes.com
395;https://www.wonderwall.com;Online_DB;wonderwall.com
396;https://www.cheatsheet.com;Online_DB;cheatsheet.com
397;https://www.bustle.com;Online_DB;bustle.com
398;https://www.refinery29.com/en-us;Online_DB;refinery29.com
399;https://www.aol.com/?guccounter=1;Online_DB;aol.com
400;http://trendolizer.com;Online_DB;trendolizer.com
401;https://www.latimes.com;Online_DB;latimes.com
402;https://extratv.com;Online_DB;extratv.com
403;https://deadline.com;Online_DB;deadline.com
404;https://www.thewrap.com;Online_DB;thewrap.com
405;https://www.yourtango.com;Online_DB;yourtango.com
406;https://www.intouchweekly.com;Online_DB;starmagazine.com
407;https://www.femalefirst.co.uk;Online_DB;femalefirst.co.uk
408;http://today.com;Online_DB;today.com
409;https://www.wmagazine.com;Online_DB;wmagazine.com
410;https://www.elitedaily.com;Online_DB;elitedaily.com
411;https://www.dailymotion.com/pt;Online_DB;dailymotion.com
412;https://marriedbiography.com;Online_DB;marriedbiography.com
413;https://www.hellomagazine.com;Online_DB;hellomagazine.com
414;https://www.instyle.com;Online_DB;instyle.com
415;https://www.rollingstone.com;Online_DB;rollingstone.com
416;https://www.bravotv.com;Online_DB;bravotv.com
417;https://nypost.com;Online_DB;nypost.com
418;https://cafemom.com;Online_DB;cafemom.com
419;https://www.teenvogue.com;Online_DB;teenvogue.com
420;https://www.dailystar.co.uk;Online_DB;dailystar.co.uk
421;https://www.ibtimes.co.uk;Online_DB;ibtimes.co.uk
422;https://www.girlfriend.com.au;Online_DB;girlfriend.com.au
